,serial_no,date,delta_t_ms,on-off,active_power_mw,output_voltage_v,output_current_ma,cg_temperature_cel,output_voltage_on_off,output_current_on_off,active_power_on_off
201210,30,2022-07-17 03:53:20,682,1.0,20122.0,1364.0,13990.0,970.0,1,1,1
201208,30,2022-07-17 03:53:20,13291,1.0,20117.0,1364.0,13990.0,970.0,1,1,1
201712,30,2022-07-17 06:40:00,13098,1.0,,,,,0,0,0
201687,30,2022-07-17 06:40:00,885,0.0,13.0,0.0,0.0,-170.0,0,0,0
201693,30,2022-07-17 06:40:00,844,0.0,13.0,0.0,0.0,-150.0,0,0,0
201681,30,2022-07-17 06:40:00,840,0.0,13.0,0.0,0.0,-170.0,0,0,0
201657,30,2022-07-17 06:40:00,882,0.0,13.0,0.0,0.0,-170.0,0,0,0
201699,30,2022-07-17 06:40:00,680,1.0,19973.0,1395.0,13990.0,-130.0,1,1,1
201697,30,2022-07-17 06:40:00,679,1.0,20332.0,1387.0,13990.0,-130.0,1,1,1
201645,30,2022-07-17 06:40:00,843,0.0,13.0,0.0,0.0,-170.0,0,0,0
201711,30,2022-07-17 06:40:00,679,1.0,20043.0,1377.0,13990.0,-70.0,1,1,1
201716,30,2022-07-17 06:40:00,679,1.0,19911.0,1372.0,13990.0,,1,1,1
201714,30,2022-07-17 06:40:00,680,1.0,19957.0,1374.0,13990.0,-50.0,1,1,1
201695,30,2022-07-17 06:40:00,680,1.0,20285.0,1385.0,13990.0,-130.0,1,1,1
201637,30,2022-07-17 06:40:00,854,0.0,13.0,0.0,0.0,-170.0,0,0,0
201611,30,2022-07-17 06:40:00,842,0.0,13.0,0.0,0.0,-130.0,0,0,0
201631,30,2022-07-17 06:40:00,842,0.0,13.0,0.0,0.0,-170.0,0,0,0
201593,30,2022-07-17 06:40:00,842,0.0,13.0,0.0,0.0,30.0,0,0,0
201595,30,2022-07-17 06:40:00,841,0.0,13.0,0.0,0.0,0.0,0,0,0
201597,30,2022-07-17 06:40:00,881,0.0,13.0,0.0,0.0,-20.0,0,0,0
201599,30,2022-07-17 06:40:00,841,0.0,13.0,0.0,0.0,-50.0,0,0,0
201718,30,2022-07-17 06:40:00,680,1.0,19888.0,1371.0,13990.0,50.0,1,1,1
201601,30,2022-07-17 06:40:00,841,0.0,13.0,0.0,0.0,-70.0,0,0,0
201603,30,2022-07-17 06:40:00,842,0.0,13.0,0.0,0.0,-90.0,0,0,0
201607,30,2022-07-17 06:40:00,855,0.0,13.0,0.0,0.0,-100.0,0,0,0
201609,30,2022-07-17 06:40:00,843,0.0,13.0,0.0,0.0,-130.0,0,0,0
201613,30,2022-07-17 06:40:00,841,0.0,13.0,0.0,0.0,-130.0,0,0,0
201615,30,2022-07-17 06:40:00,842,0.0,13.0,0.0,0.0,-150.0,0,0,0
201623,30,2022-07-17 06:40:00,841,0.0,13.0,0.0,0.0,-150.0,0,0,0
201627,30,2022-07-17 06:40:00,883,0.0,13.0,0.0,0.0,-150.0,0,0,0
201629,30,2022-07-17 06:40:00,841,0.0,13.0,0.0,0.0,-170.0,0,0,0
201635,30,2022-07-17 06:40:00,844,0.0,13.0,0.0,0.0,-170.0,0,0,0
201744,30,2022-07-17 06:40:00,681,1.0,20045.0,1364.0,13990.0,850.0,1,1,1
201752,30,2022-07-17 06:40:00,682,1.0,20072.0,1364.0,13990.0,910.0,1,1,1
201754,30,2022-07-17 06:40:00,700,1.0,20079.0,1364.0,13990.0,930.0,1,1,1
201756,30,2022-07-17 06:40:00,681,1.0,20086.0,1364.0,13990.0,930.0,1,1,1
201761,30,2022-07-17 06:40:00,681,1.0,20096.0,1364.0,13990.0,950.0,1,1,1
201763,30,2022-07-17 06:40:00,681,1.0,20103.0,1364.0,13990.0,950.0,1,1,1
201764,30,2022-07-17 06:40:00,13108,1.0,,,,,0,0,0
201766,30,2022-07-17 06:40:00,681,1.0,20108.0,1364.0,13990.0,950.0,1,1,1
201768,30,2022-07-17 06:40:00,701,1.0,20109.0,1364.0,13990.0,950.0,1,1,1
201789,30,2022-07-17 06:40:00,681,1.0,20132.0,1364.0,13990.0,970.0,1,1,1
201772,30,2022-07-17 06:40:00,681,1.0,2012.0,1364.0,13990.0,950.0,1,1,0
201784,30,2022-07-17 06:40:00,681,1.0,20129.0,1364.0,13990.0,970.0,1,1,1
201782,30,2022-07-17 06:40:00,682,1.0,20128.0,1364.0,13990.0,970.0,1,1,1
201780,30,2022-07-17 06:40:00,681,1.0,20126.0,1364.0,13990.0,970.0,1,1,1
201778,30,2022-07-17 06:40:00,682,1.0,20127.0,1364.0,13990.0,970.0,1,1,1
201776,30,2022-07-17 06:40:00,681,1.0,20124.0,1364.0,13990.0,970.0,1,1,1
201720,30,2022-07-17 06:40:00,680,1.0,19877.0,1370.0,13990.0,110.0,1,1,1
201750,30,2022-07-17 06:40:00,682,1.0,20065.0,1364.0,13990.0,890.0,1,1,1
201748,30,2022-07-17 06:40:00,681,1.0,20061.0,1364.0,13990.0,870.0,1,1,1
201722,30,2022-07-17 06:40:00,680,1.0,19875.0,1369.0,13990.0,190.0,1,1,1
201724,30,2022-07-17 06:40:00,680,1.0,19883.0,1368.0,13990.0,270.0,1,1,1
201726,30,2022-07-17 06:40:00,680,1.0,19894.0,1367.0,13990.0,350.0,1,1,1
201728,30,2022-07-17 06:40:00,679,1.0,19913.0,1367.0,13990.0,450.0,1,1,1
201730,30,2022-07-17 06:40:00,682,1.0,19937.0,1366.0,13990.0,550.0,1,1,1
201732,30,2022-07-17 06:40:00,680,1.0,1996.0,1366.0,13990.0,630.0,1,1,0
201735,30,2022-07-17 06:40:00,680,1.0,19988.0,1365.0,13990.0,710.0,1,1,1
201737,30,2022-07-17 06:40:00,679,1.0,20007.0,1365.0,13990.0,750.0,1,1,1
201738,30,2022-07-17 06:40:00,13100,1.0,,,,,0,0,0
201740,30,2022-07-17 06:40:00,680,1.0,20024.0,1365.0,13990.0,790.0,1,1,1
201742,30,2022-07-17 06:40:00,681,1.0,20036.0,1364.0,13990.0,830.0,1,1,1
201746,30,2022-07-17 06:40:00,681,1.0,2005.0,1364.0,13990.0,870.0,1,1,0
201591,30,2022-07-17 06:40:00,842,0.0,13.0,0.0,0.0,60.0,0,0,0
201589,30,2022-07-17 06:40:00,842,0.0,13.0,0.0,0.0,110.0,0,0,0
201496,30,2022-07-17 06:40:00,681,1.0,20121.0,1364.0,13990.0,970.0,1,1,1
201498,30,2022-07-17 06:40:00,682,1.0,20121.0,1364.0,13990.0,970.0,1,1,1
201500,30,2022-07-17 06:40:00,683,1.0,20122.0,1364.0,13990.0,970.0,1,1,1
201502,30,2022-07-17 06:40:00,683,1.0,20123.0,1364.0,13990.0,970.0,1,1,1
201504,30,2022-07-17 06:40:00,682,1.0,20122.0,1364.0,13990.0,970.0,1,1,1
201507,30,2022-07-17 06:40:00,681,1.0,20123.0,1363.0,13990.0,970.0,1,1,1
201494,30,2022-07-17 06:40:00,13267,1.0,2012.0,1364.0,13990.0,970.0,1,1,0
201510,30,2022-07-17 06:40:00,13097,1.0,,,,,0,0,0
201512,30,2022-07-17 06:40:00,681,1.0,2012.0,1363.0,13990.0,970.0,1,1,0
201516,30,2022-07-17 06:40:00,681,1.0,20123.0,1364.0,13990.0,970.0,1,1,1
201518,30,2022-07-17 06:40:00,682,1.0,20126.0,1364.0,13990.0,970.0,1,1,1
201520,30,2022-07-17 06:40:00,679,1.0,20124.0,1363.0,13990.0,970.0,1,1,1
201522,30,2022-07-17 06:40:00,682,1.0,20127.0,1364.0,13990.0,990.0,1,1,1
201524,30,2022-07-17 06:40:00,681,1.0,20128.0,1364.0,13990.0,990.0,1,1,1
201526,30,2022-07-17 06:40:00,681,1.0,20129.0,1364.0,13990.0,990.0,1,1,1
201528,30,2022-07-17 06:40:00,681,1.0,20131.0,1364.0,13990.0,990.0,1,1,1
201488,30,2022-07-17 06:40:00,681,1.0,20116.0,1364.0,13990.0,950.0,1,1,1
201464,30,2022-07-17 06:40:00,680,1.0,20052.0,1365.0,13990.0,850.0,1,1,1
201466,30,2022-07-17 06:40:00,681,1.0,20058.0,1365.0,13990.0,870.0,1,1,1
201468,30,2022-07-17 06:40:00,13265,1.0,20069.0,1365.0,13990.0,870.0,1,1,1
201470,30,2022-07-17 06:40:00,681,1.0,20078.0,1365.0,13990.0,890.0,1,1,1
201472,30,2022-07-17 06:40:00,681,1.0,20085.0,1364.0,13990.0,910.0,1,1,1
201474,30,2022-07-17 06:40:00,681,1.0,20089.0,1364.0,13990.0,930.0,1,1,1
201476,30,2022-07-17 06:40:00,681,1.0,20092.0,1364.0,13990.0,930.0,1,1,1
201478,30,2022-07-17 06:40:00,682,1.0,20102.0,1364.0,13990.0,930.0,1,1,1
201481,30,2022-07-17 06:40:00,13266,1.0,20108.0,1364.0,13990.0,950.0,1,1,1
201483,30,2022-07-17 06:40:00,682,1.0,20111.0,1364.0,13990.0,950.0,1,1,1
201484,30,2022-07-17 06:40:00,13099,1.0,,,,,0,0,0
201486,30,2022-07-17 06:40:00,681,1.0,20115.0,1364.0,13990.0,950.0,1,1,1
201530,30,2022-07-17 06:40:00,682,1.0,20131.0,1364.0,13990.0,990.0,1,1,1
201490,30,2022-07-17 06:40:00,681,1.0,20119.0,1364.0,13990.0,950.0,1,1,1
201533,30,2022-07-17 06:40:00,681,1.0,20132.0,1364.0,13990.0,990.0,1,1,1
201567,30,2022-07-17 06:40:00,902,0.0,13.0,0.0,0.0,760.0,0,0,0
201569,30,2022-07-17 06:40:00,843,0.0,13.0,0.0,0.0,690.0,0,0,0
201571,30,2022-07-17 06:40:00,843,0.0,13.0,0.0,0.0,630.0,0,0,0
201573,30,2022-07-17 06:40:00,843,0.0,13.0,0.0,0.0,550.0,0,0,0
201577,30,2022-07-17 06:40:00,859,0.0,13.0,0.0,0.0,410.0,0,0,0
201579,30,2022-07-17 06:40:00,842,0.0,13.0,0.0,0.0,350.0,0,0,0
201581,30,2022-07-17 06:40:00,841,0.0,13.0,0.0,0.0,300.0,0,0,0
201583,30,2022-07-17 06:40:00,841,0.0,13.0,0.0,0.0,250.0,0,0,0
201585,30,2022-07-17 06:40:00,842,0.0,13.0,0.0,0.0,190.0,0,0,0
201587,30,2022-07-17 06:40:00,867,0.0,13.0,0.0,0.0,140.0,0,0,0
201565,30,2022-07-17 06:40:00,842,0.0,13.0,0.0,0.0,830.0,0,0,0
201575,30,2022-07-17 06:40:00,845,0.0,13.0,0.0,0.0,470.0,0,0,0
201546,30,2022-07-17 06:40:00,681,1.0,20153.0,1366.0,13990.0,970.0,1,1,1
201535,30,2022-07-17 06:40:00,682,1.0,20132.0,1364.0,13990.0,990.0,1,1,1
201540,30,2022-07-17 06:40:00,681,1.0,20133.0,1364.0,13990.0,990.0,1,1,1
201563,30,2022-07-17 06:40:00,842,0.0,13.0,0.0,0.0,870.0,0,0,0
201542,30,2022-07-17 06:40:00,681,1.0,20278.0,1371.0,13990.0,980.0,1,1,1
201544,30,2022-07-17 06:40:00,681,1.0,20178.0,1367.0,13990.0,980.0,1,1,1
201548,30,2022-07-17 06:40:00,682,1.0,20151.0,1366.0,13990.0,970.0,1,1,1
201550,30,2022-07-17 06:40:00,682,1.0,20149.0,1366.0,13990.0,980.0,1,1,1
201554,30,2022-07-17 06:40:00,682,1.0,20292.0,1372.0,13990.0,960.0,1,1,1
201556,30,2022-07-17 06:40:00,681,1.0,20184.0,1368.0,13990.0,960.0,1,1,1
201559,30,2022-07-17 06:40:00,681,1.0,20154.0,1366.0,13990.0,960.0,1,1,1
201561,30,2022-07-17 06:40:00,843,0.0,13.0,0.0,0.0,910.0,0,0,0
201552,30,2022-07-17 06:40:00,861,0.0,13.0,0.0,0.0,940.0,0,0,0
202007,30,2022-07-17 09:26:40,683,1.0,19992.0,1366.0,13990.0,710.0,1,1,1
202004,30,2022-07-17 09:26:40,680,1.0,19962.0,1366.0,13990.0,630.0,1,1,1
202024,30,2022-07-17 09:26:40,682,1.0,20085.0,1364.0,13990.0,910.0,1,1,1
