,serial_no,date,delta_t_ms,on-off,active_power_mw,output_voltage_v,output_current_ma,cg_temperature_cel
41874,30,2022-05-14 08:55:47.650,941,0.0,13.0,0.0,0.0,-150.0
41876,30,2022-05-14 08:56:47.650,943,0.0,13.0,0.0,0.0,-150.0
41878,30,2022-05-14 08:57:47.652,942,0.0,13.0,0.0,0.0,-150.0
41880,30,2022-05-14 08:58:47.649,941,0.0,13.0,0.0,0.0,-130.0
41882,30,2022-05-14 08:59:55.650,941,0.0,13.0,0.0,0.0,-130.0
41884,30,2022-05-14 09:00:55.652,942,0.0,13.0,0.0,0.0,-130.0
41886,30,2022-05-14 09:01:55.651,942,0.0,13.0,0.0,0.0,-140.0
41888,30,2022-05-14 09:02:55.650,941,0.0,13.0,0.0,0.0,-140.0
41890,30,2022-05-14 09:03:55.650,679,1.0,20151.0,1379.0,13990.0,-100.0
41892,30,2022-05-14 09:05:07.652,679,1.0,19973.0,1373.0,13990.0,-60.0
41894,30,2022-05-14 09:06:19.650,680,1.0,19915.0,1370.0,13990.0,-20.0
41896,30,2022-05-14 09:07:19.650,720,1.0,1989.0,1369.0,13990.0,20.0
41898,30,2022-05-14 09:08:39.652,680,1.0,1987.0,1368.0,13990.0,100.0
41900,30,2022-05-14 09:09:51.649,679,1.0,19864.0,1367.0,13990.0,160.0
41902,30,2022-05-14 09:11:03.650,680,1.0,19868.0,1366.0,13990.0,240.0
41904,30,2022-05-14 09:12:11.650,680,1.0,19881.0,1366.0,13990.0,340.0
41906,30,2022-05-14 09:13:11.649,680,1.0,19895.0,1365.0,13990.0,420.0
41908,30,2022-05-14 09:14:31.649,680,1.0,19924.0,1365.0,13990.0,520.0
41910,30,2022-05-14 09:15:43.652,681,1.0,19952.0,1364.0,13990.0,600.0
41912,30,2022-05-14 09:16:43.650,13231,1.0,19975.0,1364.0,13990.0,680.0
41914,30,2022-05-14 09:18:03.653,680,1.0,20002.0,1364.0,13990.0,740.0
41916,30,2022-05-14 09:19:03.650,679,1.0,20017.0,1363.0,13990.0,780.0
41919,30,2022-05-14 09:20:27.651,680,1.0,20039.0,1363.0,13990.0,820.0
41920,30,2022-05-14 09:20:54.083,12586,1.0,,,,
41922,30,2022-05-14 09:21:35.653,680,1.0,2005.0,1363.0,13990.0,840.0
41924,30,2022-05-14 09:22:47.650,680,1.0,2006.0,1363.0,13990.0,860.0
41926,30,2022-05-14 09:23:59.650,679,1.0,20067.0,1363.0,13990.0,880.0
41928,30,2022-05-14 09:25:07.651,681,1.0,20076.0,1363.0,13990.0,900.0
41930,30,2022-05-14 09:26:19.650,680,1.0,20085.0,1363.0,13990.0,900.0
41932,30,2022-05-14 09:27:31.649,790,1.0,20088.0,1363.0,13990.0,920.0
41934,30,2022-05-14 09:28:47.650,681,1.0,20096.0,1363.0,13990.0,940.0
41936,30,2022-05-14 09:29:47.648,9994,1.0,20098.0,1362.0,13990.0,940.0
41938,30,2022-05-14 09:30:55.647,13668,1.0,20103.0,1362.0,13990.0,960.0
41940,30,2022-05-14 09:32:15.648,681,1.0,20103.0,1362.0,13990.0,960.0
41942,30,2022-05-14 09:33:15.651,682,1.0,20109.0,1362.0,13990.0,960.0
41944,30,2022-05-14 09:34:35.653,682,1.0,20109.0,1362.0,13990.0,960.0
41946,30,2022-05-14 09:35:35.650,685,1.0,2011.0,1362.0,13990.0,960.0
41949,30,2022-05-14 09:36:47.651,681,1.0,20113.0,1362.0,13990.0,960.0
41951,30,2022-05-14 09:37:54.830,12590,1.0,,,,
41952,30,2022-05-14 09:37:55.647,12483,1.0,20114.0,1362.0,13990.0,980.0
41954,30,2022-05-14 09:39:07.651,681,1.0,20113.0,1362.0,13990.0,980.0
41956,30,2022-05-14 09:40:15.647,13073,1.0,20114.0,1362.0,13990.0,980.0
41958,30,2022-05-14 09:41:27.650,680,1.0,20117.0,1361.0,13990.0,980.0
41960,30,2022-05-14 09:42:35.655,682,1.0,20115.0,1362.0,13990.0,980.0
41962,30,2022-05-14 09:43:55.650,680,1.0,20119.0,1361.0,13990.0,980.0
41964,30,2022-05-14 09:44:55.651,680,1.0,20118.0,1361.0,13990.0,980.0
41966,30,2022-05-14 09:46:15.653,681,1.0,20117.0,1361.0,13990.0,980.0
41968,30,2022-05-14 09:47:15.648,10204,1.0,20119.0,1361.0,13990.0,980.0
41970,30,2022-05-14 09:48:31.648,681,1.0,20118.0,1361.0,13990.0,980.0
41972,30,2022-05-14 09:49:31.652,679,1.0,20121.0,1361.0,13990.0,980.0
41974,30,2022-05-14 09:50:51.649,680,1.0,20121.0,1361.0,13990.0,980.0
41976,30,2022-05-14 09:51:51.648,680,1.0,20121.0,1361.0,13990.0,980.0
41978,30,2022-05-14 09:52:59.651,682,1.0,20124.0,1361.0,13990.0,980.0
41981,30,2022-05-14 09:54:07.650,681,1.0,20125.0,1362.0,13990.0,980.0
41983,30,2022-05-14 09:55:15.650,681,1.0,20126.0,1362.0,13990.0,980.0
41984,30,2022-05-14 09:56:05.132,12590,1.0,,,,
41986,30,2022-05-14 09:56:23.651,681,1.0,2013.0,1362.0,13990.0,980.0
41988,30,2022-05-14 09:57:31.649,681,1.0,20131.0,1362.0,13990.0,980.0
41990,30,2022-05-14 09:58:43.650,682,1.0,20133.0,1362.0,13990.0,980.0
41992,30,2022-05-14 09:59:43.650,681,1.0,20132.0,1362.0,13990.0,980.0
41994,30,2022-05-14 10:00:55.651,681,1.0,20133.0,1362.0,13990.0,980.0
41996,30,2022-05-14 10:02:07.651,681,1.0,20134.0,1362.0,13990.0,980.0
41998,30,2022-05-14 10:03:19.652,681,1.0,20134.0,1362.0,13990.0,980.0
42000,30,2022-05-14 10:04:39.651,701,1.0,20147.0,1363.0,13990.0,980.0
42002,30,2022-05-14 10:05:39.650,682,1.0,20149.0,1364.0,13990.0,970.0
42004,30,2022-05-14 10:06:39.648,681,1.0,20148.0,1364.0,13990.0,980.0
42006,30,2022-05-14 10:07:51.649,943,0.0,13.0,0.0,0.0,960.0
42008,30,2022-05-14 10:08:59.646,682,1.0,13.0,1379.0,13990.0,960.0
42010,30,2022-05-14 10:10:11.648,10736,1.0,20156.0,1364.0,13990.0,980.0
42012,30,2022-05-14 10:11:19.653,680,1.0,20156.0,1365.0,13990.0,970.0
42015,30,2022-05-14 10:12:27.651,682,1.0,2015.0,1364.0,13990.0,970.0
42017,30,2022-05-14 10:13:35.650,682,1.0,20141.0,1364.0,13990.0,960.0
42018,30,2022-05-14 10:13:43.734,13186,1.0,,,,
42020,30,2022-05-14 10:14:47.650,943,0.0,13.0,0.0,0.0,930.0
42022,30,2022-05-14 10:15:47.650,942,0.0,13.0,0.0,0.0,870.0
42024,30,2022-05-14 10:16:47.653,942,0.0,13.0,0.0,0.0,780.0
42026,30,2022-05-14 10:17:47.650,942,0.0,13.0,0.0,0.0,710.0
42028,30,2022-05-14 10:18:47.650,940,0.0,13.0,0.0,0.0,630.0
42030,30,2022-05-14 10:19:47.652,942,0.0,13.0,0.0,0.0,550.0
42032,30,2022-05-14 10:20:47.650,2945,0.0,13.0,0.0,0.0,490.0
42034,30,2022-05-14 10:21:47.650,942,0.0,13.0,0.0,0.0,410.0
42036,30,2022-05-14 10:22:47.651,943,0.0,13.0,0.0,0.0,340.0
42038,30,2022-05-14 10:23:47.650,942,0.0,13.0,0.0,0.0,270.0
42040,30,2022-05-14 10:24:47.650,943,0.0,13.0,0.0,0.0,220.0
42042,30,2022-05-14 10:25:47.650,942,0.0,13.0,0.0,0.0,170.0
42044,30,2022-05-14 10:26:47.651,942,0.0,13.0,0.0,0.0,140.0
42046,30,2022-05-14 10:27:47.650,941,0.0,13.0,0.0,0.0,80.0
42048,30,2022-05-14 10:28:47.652,943,0.0,13.0,0.0,0.0,40.0
42050,30,2022-05-14 10:29:47.652,942,0.0,13.0,0.0,0.0,0.0
42052,30,2022-05-14 10:30:47.650,941,0.0,13.0,0.0,0.0,-20.0
42054,30,2022-05-14 10:31:47.650,942,0.0,13.0,0.0,0.0,-50.0
42056,30,2022-05-14 10:32:47.651,939,0.0,13.0,0.0,0.0,-70.0
42058,30,2022-05-14 10:33:47.649,943,0.0,13.0,0.0,0.0,-70.0
42060,30,2022-05-14 10:34:47.650,942,0.0,13.0,0.0,0.0,-100.0
42062,30,2022-05-14 10:35:47.651,942,0.0,13.0,0.0,0.0,-100.0
42064,30,2022-05-14 10:36:47.650,941,0.0,13.0,0.0,0.0,-130.0
42066,30,2022-05-14 10:37:47.650,941,0.0,13.0,0.0,0.0,-130.0
42068,30,2022-05-14 10:38:47.650,942,0.0,13.0,0.0,0.0,-130.0
42070,30,2022-05-14 10:39:47.650,942,0.0,13.0,0.0,0.0,-130.0
42072,30,2022-05-14 10:40:47.649,942,0.0,13.0,0.0,0.0,-150.0
42074,30,2022-05-14 10:41:47.650,942,0.0,13.0,0.0,0.0,-150.0
42076,30,2022-05-14 10:42:47.650,941,0.0,13.0,0.0,0.0,-150.0
42078,30,2022-05-14 10:43:47.650,943,0.0,13.0,0.0,0.0,-150.0
42080,30,2022-05-14 10:44:47.650,943,0.0,13.0,0.0,0.0,-150.0
42082,30,2022-05-14 10:45:47.651,942,0.0,13.0,0.0,0.0,-150.0
42084,30,2022-05-14 10:46:47.650,941,0.0,13.0,0.0,0.0,-150.0
42086,30,2022-05-14 10:47:47.650,941,0.0,13.0,0.0,0.0,-150.0
42088,30,2022-05-14 10:48:47.652,943,0.0,13.0,0.0,0.0,-150.0
42090,30,2022-05-14 10:49:47.649,943,0.0,13.0,0.0,0.0,-170.0
42092,30,2022-05-14 10:50:47.650,942,0.0,13.0,0.0,0.0,-170.0
42094,30,2022-05-14 10:51:47.650,941,0.0,13.0,0.0,0.0,-170.0
42096,30,2022-05-14 10:52:47.647,941,0.0,13.0,0.0,0.0,-150.0
42098,30,2022-05-14 10:53:47.651,942,0.0,13.0,0.0,0.0,-160.0
42100,30,2022-05-14 10:54:47.650,942,0.0,13.0,0.0,0.0,-160.0
42102,30,2022-05-14 10:55:47.648,943,0.0,13.0,0.0,0.0,-160.0
42104,30,2022-05-14 10:56:47.648,942,0.0,13.0,0.0,0.0,-180.0
42106,30,2022-05-14 10:57:47.654,942,0.0,13.0,0.0,0.0,-180.0
42108,30,2022-05-14 10:58:47.650,942,0.0,13.0,0.0,0.0,-180.0
42110,30,2022-05-14 10:59:47.651,941,0.0,13.0,0.0,0.0,-180.0
42112,30,2022-05-14 11:00:47.649,941,0.0,13.0,0.0,0.0,-180.0
42114,30,2022-05-14 11:01:47.650,942,0.0,13.0,0.0,0.0,-180.0
42116,30,2022-05-14 11:02:47.650,941,0.0,13.0,0.0,0.0,-180.0
42118,30,2022-05-14 11:03:47.650,943,0.0,13.0,0.0,0.0,-180.0
42120,30,2022-05-14 11:04:47.650,942,0.0,13.0,0.0,0.0,-180.0
42122,30,2022-05-14 11:05:47.650,941,0.0,13.0,0.0,0.0,-180.0
42124,30,2022-05-14 11:06:47.653,942,0.0,13.0,0.0,0.0,-180.0
42126,30,2022-05-14 11:07:47.650,941,0.0,13.0,0.0,0.0,-180.0
42128,30,2022-05-14 11:08:47.650,942,0.0,13.0,0.0,0.0,-180.0
42130,30,2022-05-14 11:09:47.650,941,0.0,13.0,0.0,0.0,-180.0
42132,30,2022-05-14 11:10:47.651,942,0.0,13.0,0.0,0.0,-180.0
42134,30,2022-05-14 11:11:47.650,941,0.0,13.0,0.0,0.0,-180.0
42136,30,2022-05-14 11:12:47.650,942,0.0,13.0,0.0,0.0,-180.0
42138,30,2022-05-14 11:13:47.648,941,0.0,13.0,0.0,0.0,-180.0
42140,30,2022-05-14 11:14:47.650,945,0.0,13.0,0.0,0.0,-160.0
42142,30,2022-05-14 11:15:47.650,941,0.0,13.0,0.0,0.0,-160.0
42144,30,2022-05-14 11:16:47.651,941,0.0,13.0,0.0,0.0,-140.0
42146,30,2022-05-14 11:17:55.650,943,0.0,13.0,0.0,0.0,-150.0
42148,30,2022-05-14 11:18:55.653,942,0.0,13.0,0.0,0.0,-150.0
42150,30,2022-05-14 11:19:55.652,941,0.0,13.0,0.0,0.0,-150.0
42152,30,2022-05-14 11:20:55.649,942,0.0,13.0,0.0,0.0,-130.0
42154,30,2022-05-14 11:21:55.650,942,0.0,13.0,0.0,0.0,-130.0
42156,30,2022-05-14 11:22:55.650,944,0.0,13.0,0.0,0.0,-130.0
42158,30,2022-05-14 11:23:55.650,942,0.0,13.0,0.0,0.0,-130.0
42160,30,2022-05-14 11:25:07.652,679,1.0,20015.0,1374.0,13990.0,-70.0
42162,30,2022-05-14 11:26:19.650,688,1.0,19936.0,1371.0,13990.0,-30.0
42164,30,2022-05-14 11:27:19.650,680,1.0,19901.0,1369.0,13990.0,10.0
42167,30,2022-05-14 11:28:27.650,789,1.0,19877.0,1368.0,13990.0,50.0
42169,30,2022-05-14 11:29:35.651,679,1.0,19862.0,1367.0,13990.0,130.0
42170,30,2022-05-14 11:30:10.405,12589,1.0,,,,
42172,30,2022-05-14 11:30:47.651,680,1.0,19857.0,1366.0,13990.0,210.0
42174,30,2022-05-14 11:31:59.650,680,1.0,19864.0,1365.0,13990.0,270.0
42176,30,2022-05-14 11:33:07.648,12832,1.0,1988.0,1365.0,13990.0,370.0
42178,30,2022-05-14 11:34:31.649,680,1.0,19899.0,1364.0,13990.0,470.0
42180,30,2022-05-14 11:35:39.650,681,1.0,19922.0,1363.0,13990.0,550.0
42182,30,2022-05-14 11:36:47.649,679,1.0,19946.0,1363.0,13990.0,630.0
42184,30,2022-05-14 11:37:59.651,687,1.0,19974.0,1363.0,13990.0,710.0
42186,30,2022-05-14 11:39:11.649,681,1.0,19996.0,1362.0,13990.0,750.0
42188,30,2022-05-14 11:40:23.650,681,1.0,20013.0,1362.0,13990.0,810.0
42190,30,2022-05-14 11:41:23.652,681,1.0,20024.0,1362.0,13990.0,830.0
42192,30,2022-05-14 11:42:43.648,682,1.0,20033.0,1362.0,13990.0,850.0
42194,30,2022-05-14 11:43:55.651,681,1.0,20042.0,1362.0,13990.0,870.0
42197,30,2022-05-14 11:45:03.650,680,1.0,20052.0,1361.0,13990.0,890.0
42199,30,2022-05-14 11:46:03.651,679,1.0,20057.0,1361.0,13990.0,890.0
42201,30,2022-05-14 11:47:11.649,679,1.0,20066.0,1361.0,13990.0,910.0
42202,30,2022-05-14 11:47:52.861,12592,1.0,,,,
42204,30,2022-05-14 11:48:19.652,681,1.0,20074.0,1361.0,13990.0,930.0
42206,30,2022-05-14 11:49:27.649,681,1.0,20081.0,1361.0,13990.0,930.0
42208,30,2022-05-14 11:50:27.647,680,1.0,20087.0,1361.0,13990.0,950.0
42210,30,2022-05-14 11:51:39.651,680,1.0,20093.0,1361.0,13990.0,950.0
42212,30,2022-05-14 11:52:47.651,681,1.0,20098.0,1362.0,13990.0,950.0
42214,30,2022-05-14 11:53:59.650,681,1.0,20105.0,1362.0,13990.0,950.0
42216,30,2022-05-14 11:54:59.650,1122,1.0,20108.0,1362.0,13990.0,950.0
42218,30,2022-05-14 11:56:11.649,681,1.0,20114.0,1362.0,13990.0,950.0
42220,30,2022-05-14 11:57:23.649,10342,1.0,20115.0,1362.0,13990.0,970.0
42222,30,2022-05-14 11:58:39.650,689,1.0,20118.0,1362.0,13990.0,970.0
42224,30,2022-05-14 11:59:39.651,13248,1.0,20123.0,1362.0,13990.0,970.0
42226,30,2022-05-14 12:01:03.651,681,1.0,20125.0,1362.0,13990.0,970.0
42228,30,2022-05-14 12:02:03.651,682,1.0,20127.0,1362.0,13990.0,970.0
42230,30,2022-05-14 12:03:11.649,682,1.0,20127.0,1362.0,13990.0,970.0
42232,30,2022-05-14 12:04:19.651,681,1.0,2013.0,1362.0,13990.0,970.0
42234,30,2022-05-14 12:05:19.650,685,1.0,2013.0,1362.0,13990.0,970.0
42237,30,2022-05-14 12:06:31.649,681,1.0,20129.0,1362.0,13990.0,990.0
42239,30,2022-05-14 12:07:43.650,681,1.0,20131.0,1362.0,13990.0,990.0
42241,30,2022-05-14 12:08:43.651,681,1.0,20132.0,1362.0,13990.0,990.0
42242,30,2022-05-14 12:08:45.104,12589,1.0,,,,
42244,30,2022-05-14 12:09:59.650,681,1.0,20133.0,1362.0,13990.0,990.0
42246,30,2022-05-14 12:11:11.649,682,1.0,20133.0,1362.0,13990.0,990.0
42248,30,2022-05-14 12:12:11.650,682,1.0,20133.0,1362.0,13990.0,990.0
42250,30,2022-05-14 12:13:23.651,682,1.0,20132.0,1362.0,13990.0,990.0
42252,30,2022-05-14 12:14:31.649,681,1.0,20129.0,1362.0,13990.0,990.0
42254,30,2022-05-14 12:15:43.654,681,1.0,20129.0,1362.0,13990.0,990.0
42256,30,2022-05-14 12:17:03.649,681,1.0,20125.0,1362.0,13990.0,990.0
42258,30,2022-05-14 12:18:11.649,682,1.0,20126.0,1362.0,13990.0,990.0
42260,30,2022-05-14 12:19:19.651,680,1.0,20124.0,1361.0,13990.0,990.0
42262,30,2022-05-14 12:20:27.651,680,1.0,20124.0,1361.0,13990.0,990.0
42264,30,2022-05-14 12:21:35.650,681,1.0,20122.0,1361.0,13990.0,990.0
42266,30,2022-05-14 12:22:47.650,681,1.0,20123.0,1361.0,13990.0,990.0
42269,30,2022-05-14 12:24:07.652,679,1.0,20123.0,1361.0,13990.0,990.0
42271,30,2022-05-14 12:25:07.650,682,1.0,20128.0,1362.0,13990.0,980.0
42272,30,2022-05-14 12:25:35.934,12958,1.0,,,,
42274,30,2022-05-14 12:26:19.648,681,1.0,19741.0,1373.0,13990.0,960.0
42276,30,2022-05-14 12:27:27.650,680,1.0,20181.0,1365.0,13990.0,980.0
42278,30,2022-05-14 12:28:39.650,682,1.0,2015.0,1364.0,13990.0,980.0
42280,30,2022-05-14 12:29:47.650,681,1.0,20148.0,1364.0,13990.0,980.0
42282,30,2022-05-14 12:30:55.652,680,1.0,20144.0,1363.0,13990.0,980.0
42284,30,2022-05-14 12:31:55.651,682,1.0,20141.0,1364.0,13990.0,980.0
42286,30,2022-05-14 12:33:03.650,681,1.0,2014.0,1363.0,13990.0,960.0
42288,30,2022-05-14 12:34:03.649,11299,1.0,20137.0,1363.0,13990.0,980.0
42290,30,2022-05-14 12:35:11.649,946,0.0,13.0,0.0,0.0,910.0
42292,30,2022-05-14 12:36:11.649,942,0.0,13.0,0.0,0.0,870.0
42294,30,2022-05-14 12:37:11.649,943,0.0,13.0,0.0,0.0,790.0
42296,30,2022-05-14 12:38:11.649,943,0.0,13.0,0.0,0.0,710.0
42298,30,2022-05-14 12:39:11.649,942,0.0,13.0,0.0,0.0,630.0
42300,30,2022-05-14 12:40:11.649,940,0.0,13.0,0.0,0.0,550.0
42302,30,2022-05-14 12:41:11.649,944,0.0,13.0,0.0,0.0,490.0
42304,30,2022-05-14 12:42:11.649,942,0.0,13.0,0.0,0.0,410.0
42306,30,2022-05-14 12:43:11.648,943,0.0,13.0,0.0,0.0,340.0
42308,30,2022-05-14 12:44:11.649,942,0.0,13.0,0.0,0.0,270.0
42310,30,2022-05-14 12:45:11.649,941,0.0,13.0,0.0,0.0,220.0
42312,30,2022-05-14 12:46:11.649,944,0.0,13.0,0.0,0.0,160.0
42314,30,2022-05-14 12:47:11.655,942,0.0,13.0,0.0,0.0,120.0
42316,30,2022-05-14 12:48:11.653,942,0.0,13.0,0.0,0.0,80.0
42318,30,2022-05-14 12:49:11.649,942,0.0,13.0,0.0,0.0,40.0
42320,30,2022-05-14 12:50:11.649,941,0.0,13.0,0.0,0.0,0.0
42322,30,2022-05-14 12:51:11.649,942,0.0,13.0,0.0,0.0,-20.0
42324,30,2022-05-14 12:52:11.652,943,0.0,13.0,0.0,0.0,-40.0
42326,30,2022-05-14 12:53:11.649,941,0.0,13.0,0.0,0.0,-60.0
42328,30,2022-05-14 12:54:11.649,948,0.0,13.0,0.0,0.0,-70.0
42330,30,2022-05-14 12:55:11.648,943,0.0,13.0,0.0,0.0,-100.0
42332,30,2022-05-14 12:56:11.649,942,0.0,13.0,0.0,0.0,-100.0
42334,30,2022-05-14 12:57:11.648,942,0.0,13.0,0.0,0.0,-130.0
42336,30,2022-05-14 12:58:11.649,941,0.0,13.0,0.0,0.0,-130.0
42338,30,2022-05-14 12:59:11.649,941,0.0,13.0,0.0,0.0,-130.0
42340,30,2022-05-14 13:00:11.651,943,0.0,13.0,0.0,0.0,-130.0
42342,30,2022-05-14 13:01:11.648,942,0.0,13.0,0.0,0.0,-150.0
42344,30,2022-05-14 13:02:11.649,943,0.0,13.0,0.0,0.0,-150.0
42346,30,2022-05-14 13:03:11.649,943,0.0,13.0,0.0,0.0,-150.0
42348,30,2022-05-14 13:04:11.649,941,0.0,13.0,0.0,0.0,-150.0
42350,30,2022-05-14 13:05:11.649,944,0.0,13.0,0.0,0.0,-150.0
42352,30,2022-05-14 13:06:11.649,941,0.0,13.0,0.0,0.0,-150.0
42354,30,2022-05-14 13:07:11.649,941,0.0,13.0,0.0,0.0,-150.0
42356,30,2022-05-14 13:08:11.649,941,0.0,13.0,0.0,0.0,-150.0
42358,30,2022-05-14 13:09:11.649,941,0.0,13.0,0.0,0.0,-150.0
42360,30,2022-05-14 13:10:11.649,942,0.0,13.0,0.0,0.0,-170.0
42362,30,2022-05-14 13:11:11.649,943,0.0,13.0,0.0,0.0,-150.0
42364,30,2022-05-14 13:12:11.649,942,0.0,13.0,0.0,0.0,-170.0
42366,30,2022-05-14 13:13:11.648,942,0.0,13.0,0.0,0.0,-170.0
42368,30,2022-05-14 13:14:11.649,941,0.0,13.0,0.0,0.0,-170.0
42370,30,2022-05-14 13:15:11.648,942,0.0,13.0,0.0,0.0,-170.0
42372,30,2022-05-14 13:16:11.649,941,0.0,13.0,0.0,0.0,-170.0
42374,30,2022-05-14 13:17:11.649,940,0.0,13.0,0.0,0.0,-170.0
42376,30,2022-05-14 13:18:11.649,941,0.0,13.0,0.0,0.0,-170.0
42378,30,2022-05-14 13:19:11.649,942,0.0,13.0,0.0,0.0,-170.0
42380,30,2022-05-14 13:20:11.649,941,0.0,13.0,0.0,0.0,-170.0
42382,30,2022-05-14 13:21:11.649,942,0.0,13.0,0.0,0.0,-170.0
42384,30,2022-05-14 13:22:11.649,942,0.0,13.0,0.0,0.0,-170.0
42386,30,2022-05-14 13:23:11.660,943,0.0,13.0,0.0,0.0,-170.0
42388,30,2022-05-14 13:24:11.649,942,0.0,13.0,0.0,0.0,-170.0
42390,30,2022-05-14 13:25:11.649,942,0.0,13.0,0.0,0.0,-170.0
42392,30,2022-05-14 13:26:11.648,943,0.0,13.0,0.0,0.0,-170.0
42394,30,2022-05-14 13:27:11.648,942,0.0,13.0,0.0,0.0,-170.0
42396,30,2022-05-14 13:28:11.649,941,0.0,13.0,0.0,0.0,-170.0
42398,30,2022-05-14 13:29:11.650,942,0.0,13.0,0.0,0.0,-170.0
42400,30,2022-05-14 13:30:11.649,942,0.0,13.0,0.0,0.0,-170.0
42402,30,2022-05-14 13:31:11.649,941,0.0,13.0,0.0,0.0,-170.0
42404,30,2022-05-14 13:32:11.649,941,0.0,13.0,0.0,0.0,-170.0
42406,30,2022-05-14 13:33:11.649,941,0.0,13.0,0.0,0.0,-170.0
42408,30,2022-05-14 13:34:11.649,942,0.0,13.0,0.0,0.0,-170.0
42410,30,2022-05-14 13:35:11.651,942,0.0,13.0,0.0,0.0,-150.0
42412,30,2022-05-14 13:36:11.649,940,0.0,13.0,0.0,0.0,-150.0
42415,30,2022-05-14 13:37:19.651,961,0.0,13.0,0.0,0.0,-150.0
42417,30,2022-05-14 13:38:27.648,738,,13.0,1400.0,13990.0,-130.0
42419,30,2022-05-14 13:39:27.647,13278,,13.0,1400.0,13990.0,-110.0
42421,30,2022-05-14 13:40:39.651,679,1.0,20233.0,1383.0,13990.0,-110.0
42423,30,2022-05-14 13:41:39.651,697,1.0,20235.0,1382.0,13990.0,-110.0
42425,30,2022-05-14 13:42:39.651,679,1.0,20235.0,1383.0,13990.0,-110.0
42427,30,2022-05-14 13:43:39.651,679,1.0,20234.0,1383.0,13990.0,-110.0
42429,30,2022-05-14 13:44:39.650,680,1.0,20236.0,1383.0,13990.0,-110.0
42431,30,2022-05-14 13:45:47.652,680,1.0,19997.0,1374.0,13990.0,-70.0
42433,30,2022-05-14 13:47:03.650,679,1.0,19931.0,1371.0,13990.0,-30.0
42435,30,2022-05-14 13:48:11.649,679,1.0,19898.0,1370.0,13990.0,30.0
42437,30,2022-05-14 13:49:23.650,680,1.0,19875.0,1368.0,13990.0,90.0
42439,30,2022-05-14 13:50:31.651,680,1.0,19867.0,1367.0,13990.0,150.0
42441,30,2022-05-14 13:51:43.651,680,1.0,19868.0,1366.0,13990.0,250.0
42443,30,2022-05-14 13:52:43.650,788,1.0,19876.0,1366.0,13990.0,310.0
42445,30,2022-05-14 13:53:51.648,680,1.0,19888.0,1365.0,13990.0,390.0
42448,30,2022-05-14 13:54:59.652,1122,1.0,19911.0,1364.0,13990.0,490.0
42450,30,2022-05-14 13:56:07.650,680,1.0,19933.0,1364.0,13990.0,570.0
42451,30,2022-05-14 13:56:16.812,12588,1.0,,,,
42453,30,2022-05-14 13:57:15.651,679,1.0,19958.0,1363.0,13990.0,650.0
42455,30,2022-05-14 13:58:27.648,13041,1.0,19986.0,1363.0,13990.0,730.0
42457,30,2022-05-14 13:59:51.648,680,1.0,20006.0,1362.0,13990.0,770.0
42459,30,2022-05-14 14:00:51.650,681,1.0,20017.0,1362.0,13990.0,810.0
42461,30,2022-05-14 14:02:03.651,681,1.0,20033.0,1362.0,13990.0,850.0
42463,30,2022-05-14 14:03:15.651,681,1.0,20045.0,1362.0,13990.0,850.0
42465,30,2022-05-14 14:04:27.651,680,1.0,20058.0,1363.0,13990.0,870.0
42467,30,2022-05-14 14:05:27.650,681,1.0,20066.0,1362.0,13990.0,890.0
42469,30,2022-05-14 14:06:35.651,681,1.0,20074.0,1362.0,13990.0,910.0
42471,30,2022-05-14 14:07:47.650,681,1.0,20082.0,1362.0,13990.0,930.0
42473,30,2022-05-14 14:08:59.650,682,1.0,2009.0,1362.0,13990.0,930.0
42475,30,2022-05-14 14:10:07.651,682,1.0,20095.0,1362.0,13990.0,930.0
42477,30,2022-05-14 14:11:19.650,681,1.0,2010.0,1362.0,13990.0,950.0
42479,30,2022-05-14 14:12:19.649,12091,1.0,20104.0,1362.0,13990.0,950.0
42482,30,2022-05-14 14:13:43.650,681,1.0,20109.0,1362.0,13990.0,950.0
42484,30,2022-05-14 14:14:51.649,681,1.0,20113.0,1362.0,13990.0,950.0
42485,30,2022-05-14 14:15:16.926,12589,1.0,,,,
42487,30,2022-05-14 14:15:59.652,681,1.0,20114.0,1362.0,13990.0,950.0
42489,30,2022-05-14 14:17:11.649,682,1.0,20118.0,1362.0,13990.0,950.0
42491,30,2022-05-14 14:18:11.648,682,1.0,20122.0,1362.0,13990.0,970.0
42493,30,2022-05-14 14:19:23.650,682,1.0,20124.0,1362.0,13990.0,970.0
42495,30,2022-05-14 14:20:35.650,683,1.0,20125.0,1362.0,13990.0,970.0
42497,30,2022-05-14 14:21:35.651,682,1.0,20128.0,1362.0,13990.0,970.0
42499,30,2022-05-14 14:22:43.651,681,1.0,20125.0,1362.0,13990.0,970.0
42501,30,2022-05-14 14:23:51.649,13232,1.0,20127.0,1362.0,13990.0,970.0
42503,30,2022-05-14 14:25:03.650,681,1.0,20129.0,1362.0,13990.0,970.0
42505,30,2022-05-14 14:26:11.649,682,1.0,20129.0,1362.0,13990.0,970.0
42507,30,2022-05-14 14:27:19.650,682,1.0,20131.0,1362.0,13990.0,990.0
42509,30,2022-05-14 14:28:27.651,681,1.0,20133.0,1362.0,13990.0,990.0
42511,30,2022-05-14 14:29:39.651,681,1.0,20134.0,1362.0,13990.0,990.0
